seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_624757	315	No terminal repeats	2	11	0.7324	NA	1	1.7145	NA	NA
k127_180094	2662	No terminal repeats	5	11	0.7320	NA	0	0.9943	NA	NA
k127_844039	365	No terminal repeats	2	11	0.7275	NA	1	1.0188	T_virB8	NA
k127_1300851	2862	No terminal repeats	3	11	0.7271	NA	0	1.5675	NA	NA
k127_601166	522	No terminal repeats	1	11	0.7265	NA	1	1.0188	T_virB8	NA
k127_516149	573	No terminal repeats	2	11	0.7258	NA	1	1.4138	NA	NA
k127_150795	650	No terminal repeats	1	11	0.7235	NA	1	1.3148	T_virB8	NA
k127_1145446	3086	No terminal repeats	3	11	0.7228	NA	0	0.9166	NA	NA
k127_597754	303	No terminal repeats	2	11	0.7227	NA	1	1.3397	T_virB8	NA
k127_572046	335	No terminal repeats	1	11	0.7220	NA	1	1.0188	T_virB8	NA
k127_345952	2765	No terminal repeats	3	11	0.7213	NA	0	0.2132	NA	NA
k127_252414	6418	No terminal repeats	10	11	0.7191	NA	0	0.3438	NA	NA
k127_1204984	3065	No terminal repeats	4	11	0.7183	NA	0	1.9463	NA	NA
k127_303414	3715	No terminal repeats	4	11	0.7138	NA	0	0.6460	NA	NA
k127_660981	436	No terminal repeats	1	11	0.7135	NA	1	1.2640	NA	NA
k127_160666	3322	No terminal repeats	5	11	0.7127	NA	0	0.8463	NA	NA
k127_634911	3129	No terminal repeats	4	11	0.7102	NA	0	1.4071	NA	NA
k127_681697	308	No terminal repeats	1	11	0.7101	NA	1	1.0082	T_virB10	NA
k127_215261	5488	No terminal repeats	5	11	0.7090	NA	0	0.4956	NA	NA
k127_188251	2550	No terminal repeats	3	11	0.7086	NA	0	0.3208	NA	NA
k127_526781	2968	No terminal repeats	5	11	0.7078	NA	0	1.0853	NA	NA
k127_1073683	383	No terminal repeats	2	11	0.7069	NA	1	1.5789	NA	NA
k127_1230362	723	No terminal repeats	2	11	0.7053	NA	1	1.0082	T_virB10	NA
k127_157144	399	No terminal repeats	2	11	0.7053	NA	1	1.3148	T_virB8	NA
k127_340301	2756	No terminal repeats	3	11	0.7051	NA	0	1.7174	NA	NA
k127_1082713	2532	No terminal repeats	6	11	0.7042	NA	0	0.8779	NA	NA
k127_507120	675	No terminal repeats	2	11	0.7039	NA	1	0.9672	NA	NA
k127_868115	2883	No terminal repeats	4	11	0.7031	NA	0	0.4507	NA	NA
k127_1093561	6785	No terminal repeats	6	11	0.7019	NA	0	1.1296	NA	NA
k127_1316270	4351	No terminal repeats	1	11	0.7006	NA	0	0.3885	NA	NA
